username,review,casefolding,preprocessed_text,score,at,appversion
Muhammad okta Ramadhan,"Saya merekam aktivitas saat offline, dan sekarang setelah online muncul status ‘memproses aktivitas’ tapi tidak selesai-selesai. Mohon bantuan untuk memulihkan aktivitas ini.gimana ni min 2 jam ga berhasil,apa lagi ke warteg dulu atau gimana ?","saya merekam aktivitas saat offline, dan sekarang setelah online muncul status ‘memproses aktivitas’ tapi tidak selesai-selesai. mohon bantuan untuk memulihkan aktivitas ini.gimana ni min 2 jam ga berhasil,apa lagi ke warteg dulu atau gimana ?",rekam aktivitas offline online muncul status proses aktivitas selesaiselesai mohon bantu pulih aktivitas inigimana ni min jam ga berhasilapa warteg gimana,3,2025-07-20 11:13:24,420.1
Vita Erlianvisca,wow lah pokoknya,wow lah pokoknya,wow pokok,5,2025-07-20 09:22:04,419.12
Rahmat Popeye,belajar konsisten dgn aplikasi ini emang lebih ok... cuma kadang GPS nya ngawur... tolong perbaiki GPS yg suka ngawur...,belajar konsisten dgn aplikasi ini emang lebih ok... cuma kadang gps nya ngawur... tolong perbaiki gps yg suka ngawur...,ajar konsisten dgn aplikasi emang ok kadang gps nya ngawur tolong baik gps yg suka ngawur,4,2025-07-20 08:26:46,420.1
Julhan Fajar S,ok,ok,ok,5,2025-07-20 07:56:18,415.14
Rakha Budhiarto,lambat diakses,lambat diakses,lambat akses,1,2025-07-20 07:53:17,420.1
Didi Sudarsono,nice,nice,nice,5,2025-07-20 07:47:21,
Dimaz Ichwan,"aplikasi kerennn, bismillah bulan depan bisa kebeli jam biar ga bawa hp mlu pas lari","aplikasi kerennn, bismillah bulan depan bisa kebeli jam biar ga bawa hp mlu pas lari",aplikasi kerennn bismillah kebel jam biar ga bawa hp mlu pas lari,5,2025-07-20 07:46:36,
Ikhsan Muzaki,applikasi the best untuk sport activities. 🔥🔥🔥,applikasi the best untuk sport activities. 🔥🔥🔥,applikasi the best sport activities,5,2025-07-20 07:40:27,418.11
benedictus lie,sangat membantu dalam olahraga terutama saya suka bersepeda.,sangat membantu dalam olahraga terutama saya suka bersepeda.,bantu olahraga suka sepeda,5,2025-07-20 07:36:37,420.1
Dinan 23,keren,keren,keren,5,2025-07-20 07:30:59,
Fathul Muin Said,Akurat dan simpel,akurat dan simpel,akurat simpel,5,2025-07-20 07:14:46,420.1
mansyur mansyur,tidak bisa bikin akun,tidak bisa bikin akun,bikin akun,1,2025-07-19 19:23:18,420.1
juma coc75,"mapsnya belok kiri kanan atas bawah min itu knapa dah ,kadang baru lari 1 km di strava sdh 2km ,tolong perbaiki min🙏🏻🙏🏻","mapsnya belok kiri kanan atas bawah min itu knapa dah ,kadang baru lari 1 km di strava sdh 2km ,tolong perbaiki min🙏🏻🙏🏻",mapsnya belok kiri kanan min knapa dah kadang lari km strava sdh km tolong baik min,3,2025-07-19 19:08:43,
Ibnu Didik Mahardi,sangat bermanfaat...,sangat bermanfaat...,manfaat,5,2025-07-19 17:58:03,419.12
Teguh C. Silvianto,Media yang akan di share tidak bisa landscape,media yang akan di share tidak bisa landscape,media share landscape,3,2025-07-19 17:41:40,420.1
Novri Andi,"strava sy kok nggk ad simpan tanda panah ny(Unduh),cuman bisa bagi link aj?","strava sy kok nggk ad simpan tanda panah ny(unduh),cuman bisa bagi link aj?",strava sy nggk ad simpan tanda panah nyunduhcuman link aj,3,2025-07-19 13:59:10,420.1
Yusuf Ichsan,bagus,bagus,bagus,5,2025-07-19 08:41:32,418.11
Amiratul Hasanah,kadang ngga bsa dibagikan,kadang ngga bsa dibagikan,kadang ngga bsa bagi,4,2025-07-19 08:07:31,420.1
Estor Gulo,good luck,good luck,good luck,5,2025-07-19 07:59:06,420.1
BaksoPedes Lombok,ok,ok,ok,5,2025-07-19 07:57:19,414.8
Dewanda Pratama,mantap,mantap,mantap,5,2025-07-19 07:54:53,415.14
Shiar Rahman_ SMKN 2 Palopo,mantab,mantab,mantab,5,2025-07-19 07:52:50,420.1
Muhammad Guntur,good,good,good,5,2025-07-19 07:46:26,420.1
Candra Setiawan,bagus untuk pengingat tiap hari,bagus untuk pengingat tiap hari,bagus ingat,5,2025-07-19 07:45:39,419.12
Sunandar,good,good,good,5,2025-07-19 07:40:34,420.1
ade tri ramadhani,top global,top global,top global,5,2025-07-19 07:23:30,
Yusuf Rosada,nice,nice,nice,5,2025-07-19 07:22:14,420.1
"Ben,'z Solo",bermanfaat untuk mengetahui aktivitas yg telah dijalani,bermanfaat untuk mengetahui aktivitas yg telah dijalani,manfaat aktivitas yg jalan,5,2025-07-19 07:06:45,413.8
Muharoni,pace dan jarak suka gak sinkron dan sangat buruk,pace dan jarak suka gak sinkron dan sangat buruk,pace jarak suka gak sinkron buruk,3,2025-07-19 06:47:47,420.1
Dede “Fitrah” Khaerul,"Ini Aplikasi cuma ketolong Trend Tiktok doang. masih banyak Bug. susah banget tambah perangkat Galaxy watch 7. Padahal udah sesuai instruksi. udah start walking dari jam, gak tercatat di hp. ternyata samsung health udah cukup bagus. rugi banget yang udah langganan 500rb/tahun.","ini aplikasi cuma ketolong trend tiktok doang. masih banyak bug. susah banget tambah perangkat galaxy watch 7. padahal udah sesuai instruksi. udah start walking dari jam, gak tercatat di hp. ternyata samsung health udah cukup bagus. rugi banget yang udah langganan 500rb/tahun.",aplikasi tolong trend tiktok doang bug susah banget perangkat galaxy watch udah sesuai instruksi udah start walking jam gak catat hp samsung health udah bagus rugi banget udah langgan rbtahun,1,2025-07-18 21:29:41,420.1
Cello Okta,mantap,mantap,mantap,5,2025-07-18 21:28:31,
Dandy Marhaendro,APLIKASI ERRORR GAK BISA DIBUKA,aplikasi errorr gak bisa dibuka,aplikasi errorr gak buka,1,2025-07-18 16:21:29,417.13
Dila Febriyanti,aplikasi starva ini sangat membantu saya berolahraga 👍🏼👍🏼,aplikasi starva ini sangat membantu saya berolahraga 👍🏼👍🏼,aplikasi starva bantu olahraga,5,2025-07-18 11:56:30,420.1
Muh Nabil,tidak terekam,tidak terekam,rekam,1,2025-07-18 10:46:54,
Maulana Erik indra,servernya eror mulu,servernya eror mulu,servernya eror mulu,1,2025-07-18 09:08:23,
Robby ferdiansyah,setelah update terjadi error terus tidak bisa login!,setelah update terjadi error terus tidak bisa login!,update error login,1,2025-07-18 08:34:58,421.4
Glory Souvenir & T-Shirt Online Shop,error di hp samsung tidak bisa login,error di hp samsung tidak bisa login,error hp samsung login,1,2025-07-18 06:46:03,337.13
Miftahul Aroyan,"akhir² ini apk strava sering eror,,jarak dan pace ngk nyambung","akhir² ini apk strava sering eror,,jarak dan pace ngk nyambung",apk strava erorjarak pace ngk nyambung,1,2025-07-18 06:12:48,420.1
Luxs Gaming,"tolong kembalikan dana saya se besar 609.390, mau langganan yang sebulan malah salah pilih yang setahun plis strava, mohon bantuannya 🙏😭","tolong kembalikan dana saya se besar 609.390, mau langganan yang sebulan malah salah pilih yang setahun plis strava, mohon bantuannya 🙏😭",tolong kembali dana langgan bulan salah pilih tahun plis strava mohon bantu,5,2025-07-17 20:06:05,419.12
Yusufi Febriansyah,"sebenrnya udah suka banget sama app ini,cuma pas saya sempet keluar untuk mengganti musik di app lain,dan saat sudah kembali ke app strava,yang ada malah tiba tiba keluar sendiri,dan dicoba sampai 5x dan didownload ulang pun tetap saja,tolong dong ubah bug seperti ini yaa dari pihak strava,agar menambah kenyamanan bagi para pengguna aplikasi ini,semoga di notice ☺️🙏🏽","sebenrnya udah suka banget sama app ini,cuma pas saya sempet keluar untuk mengganti musik di app lain,dan saat sudah kembali ke app strava,yang ada malah tiba tiba keluar sendiri,dan dicoba sampai 5x dan didownload ulang pun tetap saja,tolong dong ubah bug seperti ini yaa dari pihak strava,agar menambah kenyamanan bagi para pengguna aplikasi ini,semoga di notice ☺️🙏🏽",sebenrnya udah suka banget app inicuma pas sempet ganti musik app laindan app stravayang sendiridan coba x didownload ulang sajatolong ubah bug yaa stravaagar tambah nyaman guna aplikasi inisemoga notice,3,2025-07-17 19:57:56,420.1
Alib Zulmi,"kenapa kebanyakan mempermasalahkan perhitungan yg kurang akurat? padahal point pentingnya kan lari buat kesehatan,hobi. bukan buat fomo fomoan haus validasi","kenapa kebanyakan mempermasalahkan perhitungan yg kurang akurat? padahal point pentingnya kan lari buat kesehatan,hobi. bukan buat fomo fomoan haus validasi",banyak masalah hitung yg akurat point lari kesehatanhobi fomo fomoan haus validasi,5,2025-07-17 18:55:05,420.1
luffy kecil,why i can't login?,why i can't login?,why i cant login,1,2025-07-17 18:15:41,420.1
Satrio wesly Andreas simbolon,"baru install mau login gk bisa, daftar gk bisa. Mau nya apa sih ini aplikasi gk jelas banget","baru install mau login gk bisa, daftar gk bisa. mau nya apa sih ini aplikasi gk jelas banget",install login gk daftar gk nya sih aplikasi gk banget,1,2025-07-17 15:57:31,
Hanif Abdullah Azzam,"Kasih bintang satu dulu, saya dari kemarin tidak bisa masuk akun. Server Gagal mulu. Saya kira masalah teknis biasa, tapi dari kemarin masih gak bisa masuk juga. Tolong diperbaiki...","kasih bintang satu dulu, saya dari kemarin tidak bisa masuk akun. server gagal mulu. saya kira masalah teknis biasa, tapi dari kemarin masih gak bisa masuk juga. tolong diperbaiki...",kasih bintang kemarin masuk akun server gagal mulu teknis kemarin gak masuk tolong baik,1,2025-07-17 12:20:58,419.12
ahmad electro08,cocok utk olahraga,cocok utk olahraga,cocok utk olahraga,5,2025-07-17 08:16:58,419.12
Hasan Udin,bagus,bagus,bagus,5,2025-07-17 08:04:29,416.14
Rusidi Yusuf,Good Job,good job,good job,5,2025-07-17 07:50:26,420.1
dangdutan Azazu,sangat bermanfaat sewaktu untuk olahraga,sangat bermanfaat sewaktu untuk olahraga,manfaat olahraga,5,2025-07-17 07:46:19,419.12
Chik Arun7,sangat sangat bagus,sangat sangat bagus,bagus,5,2025-07-17 07:44:28,
Pendi Ahmad,good,good,good,5,2025-07-17 07:27:32,419.12
Makesya Razka,lumayan akurat,lumayan akurat,lumayan akurat,4,2025-07-17 07:21:54,419.12
bintang fajar milano,kadang gabisa di save klo abis lari heran gitu mulu,kadang gabisa di save klo abis lari heran gitu mulu,kadang gabisa save klo abis lari heran gitu mulu,2,2025-07-16 17:38:05,419.12
Kumara Faruk,Bagus,bagus,bagus,5,2025-07-16 17:03:19,419.12
Silfi Rangga,jarak gak akurat.. knpa ya strava ini..,jarak gak akurat.. knpa ya strava ini..,jarak gak akurat knpa ya strava,3,2025-07-16 08:48:24,419.12
bagus idam,bagus app,bagus app,bagus app,5,2025-07-16 08:34:54,419.12
Pokok e Dolan,Bagus sekali,bagus sekali,bagus,5,2025-07-16 08:16:15,419.12
Dhangak 1926,"sering trobel...capek2 lari gak bisa di simpan , ini sudah 4x lari seperti itu terus...yang terakhir bisa di simpan tapi ga bisa di bagikan...aneh","sering trobel...capek2 lari gak bisa di simpan , ini sudah 4x lari seperti itu terus...yang terakhir bisa di simpan tapi ga bisa di bagikan...aneh",trobelcapek lari gak simpan x lari terusyang simpan ga bagikananeh,3,2025-07-16 07:40:44,419.12
Rian Saputra,strava is the best,strava is the best,strava is the best,5,2025-07-16 07:21:24,419.12
Karel Aditya,Habis update GPS sering tidak terdeteksi. mohon untuk segera diatasi problem ini,habis update gps sering tidak terdeteksi. mohon untuk segera diatasi problem ini,habis update gps deteksi mohon atas problem,2,2025-07-16 06:14:51,419.12
Will Kenz,apk ini mengambil saldo secara otomatis jangan di download,apk ini mengambil saldo secara otomatis jangan di download,apk ambil saldo otomatis download,1,2025-07-16 00:24:00,
54 HARIS LI PASKOT,"bagus, tapi tolong apabila result lari kita kehapus bisa direcovery","bagus, tapi tolong apabila result lari kita kehapus bisa direcovery",bagus tolong result lari hapus direcovery,4,2025-07-15 21:14:14,417.13
Refand Ristianto,sangat jelek,sangat jelek,jelek,1,2025-07-15 21:10:26,419.12
Lynzxx `,how can i get refund?,how can i get refund?,how can i get refund,1,2025-07-15 20:40:35,410.11
Sah Nur,"kenapa GPS nya suka ilang ilangan, kenap sih sekarang Mandang perangkat strava dulu bagus di semua perangkat selalu akurat dan dapat GPS sekarang udah hilang""an gpsnya","kenapa gps nya suka ilang ilangan, kenap sih sekarang mandang perangkat strava dulu bagus di semua perangkat selalu akurat dan dapat gps sekarang udah hilang""an gpsnya",gps nya suka ilang ilangan kenap sih mandang perangkat strava bagus perangkat akurat gps udah hilang gpsnya,2,2025-07-15 20:13:58,419.12
Mubarok 00,ga bisa login,ga bisa login,ga login,1,2025-07-15 20:01:54,419.12
ronald Pareld,tolong video strava nya bisa di download yah ....🙏🙏🙏🙏,tolong video strava nya bisa di download yah ....🙏🙏🙏🙏,tolong video strava nya download yah,5,2025-07-15 18:23:36,419.12
Suryadi,"Mohon diperbaiki lagi, jarak dan juga peta nya ngaco. Padahal saya berdua dengan teman dengan hp berbeda lalu pake strava hiking maupun running tapi hasil gk sama","mohon diperbaiki lagi, jarak dan juga peta nya ngaco. padahal saya berdua dengan teman dengan hp berbeda lalu pake strava hiking maupun running tapi hasil gk sama",mohon baik jarak peta nya ngaco dua teman hp beda pake strava hiking running hasil gk,2,2025-07-15 18:20:11,415.14
Lilik S P Putro,entah faktor HP atau gps. lari d track pinggir lapangan bola akurasiny gak jelas. 2 hari ini lari muterin jln d deket rumah. tracking gak jalan. coba track gps gak akurat. faktor d kampung mungkin,entah faktor hp atau gps. lari d track pinggir lapangan bola akurasiny gak jelas. 2 hari ini lari muterin jln d deket rumah. tracking gak jalan. coba track gps gak akurat. faktor d kampung mungkin,faktor hp gps lari d track pinggir lapang bola akurasiny gak lari muterin jln d deket rumah tracking gak jalan coba track gps gak akurat faktor d kampung,3,2025-07-15 09:15:38,419.12
Kevin Bagas,main potong2 saldo dana orang aja,main potong2 saldo dana orang aja,main potong saldo dana orang aja,1,2025-07-15 09:08:13,420.1
akbar santosa,sangat membantu mencatat aktivitas olah raga,sangat membantu mencatat aktivitas olah raga,bantu catat aktivitas olah raga,5,2025-07-15 08:42:51,418.11
taufik adi sanjaya,keren sih...,keren sih...,keren sih,5,2025-07-15 07:56:08,419.12
Soemarsono Soni,aplikasi yg bisa memotivasi utk sehat,aplikasi yg bisa memotivasi utk sehat,aplikasi yg motivasi utk sehat,5,2025-07-15 07:55:41,419.12
Ach.Suhendro,Good,good,good,5,2025-07-15 07:35:14,419.12
T4N Official,"kadang sukaaa bug pas lari jaraknya ga kehitung, padahal saya lari di lintas kabupaten, selain itu GPS nyaaa ga terdeteksi kita lewat mana ajaa.... sebagai pengalaman: saya lari muter lapangan... pada saat selesai tampilan rute nya malah ke area jalan raya acak'annnn,,alhasil kita ga fokus lari tapi pantengin strava terusss..... tolong dibenahi untuk masalah ini..kalo masih seperti ini terus yang ada pelari' pada pindah apk lainn","kadang sukaaa bug pas lari jaraknya ga kehitung, padahal saya lari di lintas kabupaten, selain itu gps nyaaa ga terdeteksi kita lewat mana ajaa.... sebagai pengalaman: saya lari muter lapangan... pada saat selesai tampilan rute nya malah ke area jalan raya acak'annnn,,alhasil kita ga fokus lari tapi pantengin strava terusss..... tolong dibenahi untuk masalah ini..kalo masih seperti ini terus yang ada pelari' pada pindah apk lainn",kadang sukaaa bug pas lari jarak ga hitung lari lintas kabupaten gps nyaaa ga deteksi ajaa alam lari muter lapang selesai tampil rute nya area jalan raya acakannnnalhasil ga fokus lari pantengin strava terusss tolong benah inikalo lari pindah apk lainn,1,2025-07-14 19:24:21,419.12
Muhamad Rafi Firmansyah,plis lah di perbaiki udah cape ngepush PB eh malah ga ada di aktivitas padahal sdh di simpan kecewa banget,plis lah di perbaiki udah cape ngepush pb eh malah ga ada di aktivitas padahal sdh di simpan kecewa banget,plis baik udah cape ngepush pb eh ga aktivitas sdh simpan kecewa banget,1,2025-07-14 18:37:36,419.12
sshellaa susilawati,hati hati saldo dana kesedot,hati hati saldo dana kesedot,hati hati saldo dana sedot,1,2025-07-14 17:13:08,
Enal Musa,"aplikasi sering keluar sendiri atau tertutup sendiri, kadang tdk sinkron waktu sama jaraknya... mohon diperbaiki lagi,,","aplikasi sering keluar sendiri atau tertutup sendiri, kadang tdk sinkron waktu sama jaraknya... mohon diperbaiki lagi,,",aplikasi tutup kadang tdk sinkron jarak mohon baik,3,2025-07-14 16:25:27,
ikbal hyuga,minta tolong untuk apikasi Dafit android dapat upload hasil dari smartwacth ke strava.,minta tolong untuk apikasi dafit android dapat upload hasil dari smartwacth ke strava.,tolong apikasi dafit android upload hasil smartwacth strava,2,2025-07-14 16:18:25,419.12
Denis Affandi,"jelek,ga bisa logun","jelek,ga bisa logun",jelekga logun,1,2025-07-14 16:05:35,419.12
Rani wanti Manalu,"""aplikasi tidak berfungsi dengan baik saat saya membukanya"", saya ingin dana pembelian dikembalikan terimakasih","""aplikasi tidak berfungsi dengan baik saat saya membukanya"", saya ingin dana pembelian dikembalikan terimakasih",aplikasi fungsi buka dana beli kembali terimakasih,2,2025-07-14 13:39:46,418.11
Alif Fadila,"aplikasi gak jelas, memotong saldo orang tanpa sepengetahuan saya, tiba tiba berlangganan gak jelas padahal tanpa sepengetahuan saya saldo di dana saya terpotong 609.390 tanpa memasukan pin, dan sudah di ajukan ke google play tidak mau kembalikan saldo saya dari pihak strava","aplikasi gak jelas, memotong saldo orang tanpa sepengetahuan saya, tiba tiba berlangganan gak jelas padahal tanpa sepengetahuan saya saldo di dana saya terpotong 609.390 tanpa memasukan pin, dan sudah di ajukan ke google play tidak mau kembalikan saldo saya dari pihak strava",aplikasi gak potong saldo orang tahu langgan gak tahu saldo dana potong pasu pin aju google play kembali saldo strava,1,2025-07-14 13:24:09,419.12
Randa Jarot,"tolong kembalikan dana sy senilai 609.390.padahal sy sudah hapus aplikasinya dari hp sy tapi tiba2 saldo dana sy melakukan pembelian tanpa sepengetahuan dan persetujuan saya, mohon di kembalikan, kalo mau kami berlangganan bukan dgn cara bgtu ambil saldo seenaknya saja, itu sama aja dengan mencuri dan itu sudah tindak kriminal","tolong kembalikan dana sy senilai 609.390.padahal sy sudah hapus aplikasinya dari hp sy tapi tiba2 saldo dana sy melakukan pembelian tanpa sepengetahuan dan persetujuan saya, mohon di kembalikan, kalo mau kami berlangganan bukan dgn cara bgtu ambil saldo seenaknya saja, itu sama aja dengan mencuri dan itu sudah tindak kriminal",tolong kembali dana sy nila sy hapus aplikasi hp sy saldo dana sy beli tahu tuju mohon kembali kalo langgan dgn bgtu ambil saldo aja curi tindak kriminal,1,2025-07-14 09:18:23,419.12
